0.279 253.941 100 -0.0575756 0.298192 151.314 153.941 0.430018 -0.0308066 1.22446 
0.28 253.847 100 -0.0576486 0.299216 151.282 153.847 0.429904 -0.0304295 1.22462 
0.281 253.754 100 -0.0577206 0.30024 151.251 153.754 0.429793 -0.030057 1.22478 
0.282 253.663 100 -0.0577918 0.301264 151.221 153.663 0.429682 -0.029689 1.22494 
0.283 253.572 100 -0.0578621 0.302287 151.191 153.572 0.429573 -0.0293255 1.2251 
0.284 253.482 100 -0.0579315 0.303311 151.161 153.482 0.429466 -0.0289664 1.22525 
0.285 253.394 100 -0.0580001 0.304333 151.131 153.394 0.42936 -0.0286116 1.2254 
0.286 253.307 100 -0.0580678 0.305356 151.102 153.307 0.429255 -0.0282611 1.22555 
0.287 253.221 100 -0.0581347 0.306378 151.074 153.221 0.429152 -0.0279149 1.2257 
0.288 253.136 100 -0.0582008 0.3074 151.045 153.136 0.42905 -0.0275728 1.22585 
0.289 253.052 100 -0.0582661 0.308422 151.017 153.052 0.428949 -0.0272349 1.22599 
0.29 252.969 100 -0.0583306 0.309444 150.99 152.969 0.42885 -0.0269011 1.22614 
0.291 252.887 100 -0.0583942 0.310465 150.962 152.887 0.428752 -0.0265714 1.22628 
0.292 252.806 100 -0.0584571 0.311486 150.935 152.806 0.428655 -0.0262456 1.22642 
0.293 252.726 100 -0.0585193 0.312506 150.909 152.726 0.42856 -0.0259239 1.22656 
0.294 252.647 100 -0.0585806 0.313527 150.882 152.647 0.428465 -0.025606 1.22669 
0.295 252.569 100 -0.0586412 0.314547 150.856 152.569 0.428372 -0.0252919 1.22683 
